state,source_segment_id,route_label,from_ref,to_ref,owner_or_jurisdiction,road_class,candidate_role,overlay_roles,service_reason,failure_metric_refs,evidence_posture,next_review_step,held_claims
michigan,MI-SAMPLE-US131,US 131,Kalamazoo,Petoskey gateway,MDOT,US-highway,T2,R,West Michigan and northern access connector,SSF-002|SSF-004|SSF-006,heuristic-held,Validate rural/tourism/freight service role and winter restrictions,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
michigan,MI-SAMPLE-M28,M-28,Upper Peninsula west,Upper Peninsula east,MDOT,state-highway,T3,R,Upper Peninsula rural continuity and winter resilience candidate,SSF-004|SSF-006|SSF-007,heuristic-held,Validate winter closure history rural isolation and emergency access,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
michigan,MI-SAMPLE-PORT-DET,Port of Detroit access,Port of Detroit,Detroit tier node,port-or-local,terminal-access,T4,,Detroit terminal and cross-border freight access candidate,SSF-005|SSF-007,source-needed,Validate terminal access constraints and bridge/tunnel recovery evidence,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
michigan,MI-SAMPLE-MAINT,example maintained UP spur,rural-a,rural-b,MDOT,state-highway,M,,Maintained route with no promoted service role in sample,SSF-008,source-needed,Keep in inventory and document non-promotion reason,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
washington,WA-SAMPLE-I5,I-5,Bellingham,Vancouver,WSDOT,interstate,T1,R,Western urban/port trunk and north-south reliability promise,SSF-001|SSF-002|SSF-003,heuristic-held,Validate incident exposure border access and state-route redundancy,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
washington,WA-SAMPLE-I90,I-90,Seattle,Spokane,WSDOT,interstate,T1,R,Cascade pass and inland hub trunk promise,SSF-001|SSF-002|SSF-007,heuristic-held,Validate pass closure recovery alternate capacity and winter evidence,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
washington,WA-SAMPLE-US2,US 2,Everett,Spokane gateway,WSDOT,US-highway,T2,R,Northern pass redundancy and rural access connector,SSF-002|SSF-004|SSF-006,heuristic-held,Validate winter pass reliability and fallback role to I-90,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
washington,WA-SAMPLE-US97,US 97,Yakima,Okanogan gateway,WSDOT,US-highway,T3,R,Central/eastern rural and agricultural access continuity,SSF-004|SSF-006,heuristic-held,Validate agricultural freight rural isolation and seasonal constraints,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
washington,WA-SAMPLE-PORT-SEA-TAC,Puget Sound port access,Seattle/Tacoma ports,Puget Sound tier node,port-or-local,terminal-access,T4,,Puget Sound terminal access and local freight friction candidate,SSF-005|SSF-007,source-needed,Validate terminal gate access truck routing and recovery evidence,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
washington,WA-SAMPLE-X,example duplicate ferry/local feature,local-a,local-b,state-or-local,local-feature,X,,Outside current road service tier package in sample,SSF-008,source-needed,Preserve exclusion reason and avoid promoting non-road or duplicate service geometry,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
