attachment_review_id,artifact_attachment_id,source_capture_id,proof_intake_id,proof_artifact_id,acquisition_id,queue_id,route,zone_id,source_artifact_reference,review_decision,evidence_review_status,proof_acceptance_status,optimization_return_status,review_reason,blocker_claims_before,blocker_claims_after,claim_blocker_delta,next_artifact,validation_status
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI190,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI190,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI190,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI190,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI190,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI190,T4CONTACT-T3GREATLAKES-I190,I-190,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI196,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI196,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI196,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI196,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI196,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI196,T4CONTACT-T3GREATLAKES-I196,I-196,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI235,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI235,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI235,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI235,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI235,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI235,T4CONTACT-T3GREATLAKES-I235,I-235,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI255,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI255,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI255,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI255,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI255,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHI255,T4CONTACT-T3MIDSOUTH-I255,I-255,t3-mid-south,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI271,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI271,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI271,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI271,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI271,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI271,T4CONTACT-T3GREATLAKES-I271,I-271,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI276,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI276,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI276,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI276,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI276,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI276,T4CONTACT-T3GREATLAKES-I276,I-276,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI277,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI277,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI277,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI277,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI277,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHI277,T4CONTACT-T3MIDSOUTH-I277,I-277,t3-mid-south,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI279,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI279,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI279,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI279,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI279,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI279,T4CONTACT-T3GREATLAKES-I279,I-279,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI294,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI294,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI294,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI294,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI294,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI294,T4CONTACT-T3GREATLAKES-I294,I-294,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI335,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI335,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI335,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI335,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI335,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI335,T4CONTACT-T3MOUNTAINWEST-I335,I-335,t3-mountain-west,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI390,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI390,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI390,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI390,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI390,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI390,T4CONTACT-T3GREATLAKES-I390,I-390,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI465,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI465,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI465,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI465,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI465,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI465,T4CONTACT-T3GREATLAKES-I465,I-465,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI471,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI471,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI471,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI471,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI471,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI471,T4CONTACT-T3GREATLAKES-I471,I-471,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI478,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI478,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI478,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI478,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI478,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI478,T4CONTACT-T3GREATLAKES-I478,I-478,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI496,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI496,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI496,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI496,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI496,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI496,T4CONTACT-T3GREATLAKES-I496,I-496,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4CONTACT-T3TEXASBORDER-I510,I-510,t3-texas-border,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4CONTACT-T3GREATLAKES-I691,I-691,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4CONTACT-T3GREATLAKES-I696,I-696,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4CONTACT-T3TEXASBORDER-I69E,I-69E,t3-texas-border,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
