state,source_segment_id,route_label,from_ref,to_ref,owner_or_jurisdiction,road_class,candidate_role,overlay_roles,service_reason,failure_metric_refs,evidence_posture,next_review_step,held_claims
georgia,GA-SAMPLE-I75,I-75,Atlanta,Valdosta,GDOT,interstate,T1,R,North-south trunk and South Georgia access promise,SSF-001|SSF-002|SSF-003,heuristic-held,Validate incident exposure evacuation role and state-route alternates,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
georgia,GA-SAMPLE-I16,I-16,Macon,Savannah,GDOT,interstate,T1,R,Port spine and inland-to-Savannah trunk promise,SSF-001|SSF-002|SSF-003,heuristic-held,Validate port freight reliability and hurricane/coastal disruption role,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
georgia,GA-SAMPLE-US82,US 82,Columbus,Brunswick gateway,GDOT,US-highway,T2,R,South Georgia east-west connector and port/border redundancy role,SSF-002|SSF-003|SSF-004,heuristic-held,Validate truck suitability and south Georgia service-class gaps,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
georgia,GA-SAMPLE-GA15,GA 15,Athens,South Georgia,GDOT,state-highway,T3,R,Rural/institutional access connector,SSF-004|SSF-006,heuristic-held,Validate rural service nodes and alternate access value,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
georgia,GA-SAMPLE-PORT-SAV,Port of Savannah access,Port of Savannah,Savannah tier node,port-or-local,terminal-access,T4,,Savannah terminal access and local freight friction candidate,SSF-005|SSF-007,source-needed,Validate gate access drayage bottlenecks and recovery evidence,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
georgia,GA-SAMPLE-LOCAL-M,example maintained rural state route,rural-a,rural-b,GDOT,state-highway,M,,Maintained rural route with no promoted service role in sample,SSF-008,source-needed,Keep in inventory and document why no current service tier is assigned,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
pennsylvania,PA-SAMPLE-I76,I-76,Philadelphia,Pittsburgh,PennDOT,interstate-turnpike,T1,R,Turnpike/cross-state trunk and mountain reliability promise,SSF-001|SSF-002|SSF-003,heuristic-held,Validate closure history mountain alternate penalty and interchange exposure,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
pennsylvania,PA-SAMPLE-I81,I-81,Harrisburg,Scranton,PennDOT,interstate,T1,R,Inland freight trunk and Northeast PA connector promise,SSF-001|SSF-002|SSF-003,heuristic-held,Validate truck bottleneck exposure and state-route redundancy,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
pennsylvania,PA-SAMPLE-US22,US 22,Pittsburgh,Allentown,PennDOT,US-highway,T2,R,State-system cross-state redundancy and Lehigh/Allegheny access connector,SSF-002|SSF-003|SSF-004,heuristic-held,Validate service-class continuity and freight suitability,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
pennsylvania,PA-SAMPLE-US6,US 6,Erie,Northeast PA,PennDOT,US-highway,T3,R,Northern rural and small-market access connector,SSF-004|SSF-006,heuristic-held,Validate rural isolation winter exposure and service-node access,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
pennsylvania,PA-SAMPLE-PORT-PHL,Port of Philadelphia access,Port of Philadelphia,Philadelphia tier node,port-or-local,terminal-access,T4,,Philadelphia terminal and local freight access candidate,SSF-005|SSF-007,source-needed,Validate terminal inventory access constraints and recovery evidence,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
pennsylvania,PA-SAMPLE-LOCAL-M,example maintained local state route,local-a,local-b,PennDOT,state-highway,M,,Maintained route with no promoted service role in sample,SSF-008,source-needed,Keep in inventory and document non-promotion reason,official_designation|legal_sla|construction|cost|roi|eligibility|endorsement|validation|public_readiness
