tier,region_id,route,segment_bundle_id,bundle_status,service_class,map_id,scenario_hook,incident_lever,upgrade_lever,restitch_lever,release_gate,qualification_map_treatment,qualification_gate_policy,qualification_game_use,pavement_debt_cost_m,pavement_debt_class,pavement_debt_basis,source_artifacts,binding_status,next_artifact,validation_status
T2,component-0,I270,US.HWYBUNDLE.3951F9F995CA2C3F,needs-stop-chain,unclassified,,,,,,,,,,0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,service-class-held-known,data/game/t2-service-overlays.csv,review
T2,component-0,I275,US.HWYBUNDLE.3951F4F995CA23C0,needs-stop-chain,unclassified,,,,,,,,,,0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,service-class-held-known,data/game/t2-service-overlays.csv,review
T2,component-0,I285,US.HWYBUNDLE.04894625D05B2321,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I29,US.HWYBUNDLE.C2D67C3E77F217A1,bundle-ready,connector,beck-schematic-t2-only,T2 bridge between parent trunks,reroute pressure and ordinary service disruption,upgrade to transfer-spine when repeated incidents bind between T1 hubs,restitch to nearest T1/T2 transfer stop,beck-t2-service-standards gate plus beck-t2-diagnostics structural gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I295,US.HWYBUNDLE.BCBAB11FF37E74DA,needs-stitched-members,unclassified,,,,,,,,,,0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,service-class-held-known,data/game/t2-service-overlays.csv,review
T2,component-0,I30,US.HWYBUNDLE.C2D9F93E77F521DF,bundle-ready,connector,beck-schematic-t2-only,T2 bridge between parent trunks,reroute pressure and ordinary service disruption,upgrade to transfer-spine when repeated incidents bind between T1 hubs,restitch to nearest T1/T2 transfer stop,beck-t2-service-standards gate plus beck-t2-diagnostics structural gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I37,US.HWYBUNDLE.9CCA86DC1043AB18,needs-stop-chain,compact-service,beck-schematic-t2-only,short local service around dense stop areas,localized access disruption and shuttle pressure,upgrade stop spacing or promote local transfer when demand persists,restitch inside local cluster without changing national trunk role,beck-t2-service-standards gate plus beck-t2-diagnostics structural gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound-review,data/national-segment-bundles.csv,review
T2,component-0,I405,US.HWYBUNDLE.D008BC25B278270F,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I44,US.HWYBUNDLE.C2C1F33E77E085CC,bundle-ready,long-connector,beck-schematic-t2-only,long thin-line service crossing condensed schematic distance,long-haul detour and regional isolation pressure,split into regional service or promote critical middle hub when SLA gaps repeat,restitch with regional inset or midpoint relief before trunk promotion,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I49,US.HWYBUNDLE.879FDF25B892844F,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I495,US.HWYBUNDLE.D0275025B292201A,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I59,US.HWYBUNDLE.C2C57C3E77E3A46E,bundle-ready,connector,beck-schematic-t2-only,T2 bridge between parent trunks,reroute pressure and ordinary service disruption,upgrade to transfer-spine when repeated incidents bind between T1 hubs,restitch to nearest T1/T2 transfer stop,beck-t2-service-standards gate plus beck-t2-diagnostics structural gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I610,US.HWYBUNDLE.C1E1B532E4FE8371,needs-terminal-stop,unclassified,,,,,,,,,,0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,service-class-held-known,data/game/t2-service-overlays.csv,review
T2,component-0,I635,US.HWYBUNDLE.174D6918A9C2A6B2,needs-stop-chain,unclassified,,,,,,,,,,0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,service-class-held-known,data/game/t2-service-overlays.csv,review
T2,component-0,I65,US.HWYBUNDLE.9CB9F4DC1035F2CF,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I664,US.HWYBUNDLE.151E853156D7ED4B,needs-stitched-members,unclassified,,,,,,,,,,0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,service-class-held-known,data/game/t2-service-overlays.csv,review
T2,component-0,I680,US.HWYBUNDLE.5BC12763752E2BEA,bundle-ready,unclassified,,,,,,,,,,0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,service-class-held-known,data/game/t2-service-overlays.csv,review
T2,component-0,I76,US.HWYBUNDLE.C2CC873E77E9D5CD,bundle-ready,connector,beck-schematic-t2-only,T2 bridge between parent trunks,reroute pressure and ordinary service disruption,upgrade to transfer-spine when repeated incidents bind between T1 hubs,restitch to nearest T1/T2 transfer stop,beck-t2-service-standards gate plus beck-t2-diagnostics structural gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I77,US.HWYBUNDLE.C2CC863E77E9D41A,bundle-ready,connector,beck-schematic-t2-only,T2 bridge between parent trunks,reroute pressure and ordinary service disruption,upgrade to transfer-spine when repeated incidents bind between T1 hubs,restitch to nearest T1/T2 transfer stop,beck-t2-service-standards gate plus beck-t2-diagnostics structural gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I81,US.HWYBUNDLE.C2EAF83E7803935F,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,I85,US.HWYBUNDLE.C2EAF43E78038C93,bundle-ready,connector,beck-schematic-t2-only,T2 bridge between parent trunks,reroute pressure and ordinary service disruption,upgrade to transfer-spine when repeated incidents bind between T1 hubs,restitch to nearest T1/T2 transfer stop,beck-t2-service-standards gate plus beck-t2-diagnostics structural gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,US2,US.HWYBUNDLE.172214B51AB61796,needs-stop-chain,unclassified,,,,,,,,,,0.4,evidence-debt,route-level pavement debt rollup across 1 bundle(s) pending candidate bundle materialization,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,service-class-held-known,data/game/t2-service-overlays.csv,review
T2,component-0,US287,US.HWYBUNDLE.9B011ADD0E34D674,bundle-ready,connector,beck-schematic-t2-only,T2 bridge between parent trunks,reroute pressure and ordinary service disruption,upgrade to transfer-spine when repeated incidents bind between T1 hubs,restitch to nearest T1/T2 transfer stop,beck-t2-service-standards gate plus beck-t2-diagnostics structural gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",3.55,evidence-debt,route-level pavement debt rollup across 1 bundle(s) pending candidate bundle materialization,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,US30,US.HWYBUNDLE.623A0A45F3A99CCA,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",5.85,evidence-debt,route-level pavement debt rollup across 1 bundle(s) pending candidate bundle materialization,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,US6,US.HWYBUNDLE.E4A62B3E8ADBEFBD,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",5.95,evidence-debt,route-level pavement debt rollup across 1 bundle(s) pending candidate bundle materialization,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,US70,US.HWYBUNDLE.62480245F3B5CC8E,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",2.7,evidence-debt,route-level pavement debt rollup across 1 bundle(s) pending candidate bundle materialization,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,US80,US.HWYBUNDLE.621B7445F38FA059,bundle-ready,transfer-spine,beck-schematic-t2-only,T2 line carrying many interchange or transfer stops,throughput-sensitive incident and transfer overload,stage toward thicker service or T1 candidate review when repeated overload appears,restitch by preserving transfer stops first,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",1.6,evidence-debt,route-level pavement debt rollup across 1 bundle(s) pending candidate bundle materialization,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,US83,US.HWYBUNDLE.621B7145F38F9B40,bundle-ready,long-connector,beck-schematic-t2-only,long thin-line service crossing condensed schematic distance,long-haul detour and regional isolation pressure,split into regional service or promote critical middle hub when SLA gaps repeat,restitch with regional inset or midpoint relief before trunk promotion,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.9,evidence-debt,route-level pavement debt rollup across 1 bundle(s) pending candidate bundle materialization,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
T2,component-0,US90,US.HWYBUNDLE.62186E45F38D6050,bundle-ready,long-connector,beck-schematic-t2-only,long thin-line service crossing condensed schematic distance,long-haul detour and regional isolation pressure,split into regional service or promote critical middle hub when SLA gaps repeat,restitch with regional inset or midpoint relief before trunk promotion,beck-t2-service-standards gate plus beck-t2-diagnostics review gate,draw as normal T2 service for its class,accepted when structural diagnostics pass,"default playable service for incidents, upgrades, and restitches",0.0,none,no pavement debt row joined,data/t2-service-selection.csv;data/national-segment-bundles.csv;data/game/t2-service-overlays.csv,bundle-bound,data/game/t2-scenario-hooks.csv,pass
